微信支付账单明细,,,,,,,,
微信昵称：[偈妮],,,,,,,,
起始时间：[2020-10-13 00:00:00] 终止时间：[2020-10-13 23:59:59],,,,,,,,
导出类型：[全部],,,,,,,,
导出时间：[2020-10-19 21:48:38],,,,,,,,
,,,,,,,,
共57笔记录,,,,,,,,
收入：7笔 1200.30元,,,,,,,,
支出：50笔 1106.40元,,,,,,,,
中性交易：0笔 0.00元,,,,,,,,
注：,,,,,,,,
1. 充值/提现/理财通购买/零钱通存取/信用卡还款等交易，将计入中性交易,,,,,,,,
2. 本明细仅展示当前账单中的交易，不包括已删除的记录,,,,,,,,
3. 本明细仅供个人对账使用,,,,,,,,
,,,,,,,,
----------------------微信支付账单明细列表--------------------,,,,,,,,
交易时间,交易类型,交易对方,商品,收/支,金额(元),支付方式,当前状态,交易单号,商户单号,备注
2020-10-13 23:38:18,微信红包-退款,/,"/",收入,¥0.30,零钱,已退款￥0.30,1000039901202010127397635599745	,	,"/"
2020-10-13 23:12:01,转账,二组,"转账备注:微信转账",支出,¥80.00,零钱,朋友已收钱,100005000120101300077141554074232176	,1000050001202010131608155303344	,"/"
2020-10-13 22:19:50,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101300077142054017966176	,1000039901202010137008331885680	,"/"
2020-10-13 22:19:41,微信红包（群红包）,发出群红包,"/",支出,¥6.00,零钱,支付成功,100003990120101300077141754029627176	,1000039901202010137096416605689	,"/"
2020-10-13 21:45:00,转账,瀮风,"转账备注:微信转账",收入,¥200.00,/,已存入零钱,1000050001202010130100824924068	,/	,"/"
2020-10-13 21:29:53,转账,五组,"转账备注:微信转账",支出,¥80.00,零钱,朋友已收钱,100005000120101300077141253838687176	,1000050001202010131309530375270	,"/"
2020-10-13 21:13:04,微信红包（群红包）,发出群红包,"/",支出,¥1.50,零钱,支付成功,100003990120101300077142253678605176	,1000039901202010137351404002796	,"/"
2020-10-13 21:12:52,微信红包（群红包）,发出群红包,"/",支出,¥1.50,零钱,支付成功,100003990120101300077141153366672176	,1000039901202010137346241808697	,"/"
2020-10-13 21:12:29,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101300077142053677579176	,1000039901202010137157912728890	,"/"
2020-10-13 21:11:47,微信红包（群红包）,发出群红包,"/",支出,¥6.00,零钱,支付成功,100003990120101300077141553540331176	,1000039901202010137140172451842	,"/"
2020-10-13 20:54:19,微信红包（群红包）,发出群红包,"/",支出,¥5.40,零钱,支付成功,100003990120101300077142553446737176	,1000039901202010137108656076823	,"/"
2020-10-13 20:54:02,微信红包（群红包）,发出群红包,"/",支出,¥6.60,零钱,支付成功,100003990120101300077142553445073176	,1000039901202010137328842795778	,"/"
2020-10-13 20:52:54,微信红包（群红包）,发出群红包,"/",支出,¥1.50,零钱,支付成功,100003990120101300077142053568766176	,1000039901202010137264581181841	,"/"
2020-10-13 20:52:30,微信红包（群红包）,发出群红包,"/",支出,¥6.00,零钱,支付成功,100003990120101300077142153552601176	,1000039901202010137244112012771	,"/"
2020-10-13 20:52:13,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101300077142553434936176	,1000039901202010137335229429764	,"/"
2020-10-13 20:51:07,微信红包（群红包）,发出群红包,"/",支出,¥9.00,零钱,支付成功,100003990120101300077142253556450176	,1000039901202010137069712780892	,"/"
2020-10-13 20:41:06,转账,瀮风,"转账备注:微信转账",收入,¥200.00,/,已存入零钱,1000050001202010131003972189190	,/	,"/"
2020-10-13 20:39:59,转账,三组,"转账备注:微信转账",支出,¥80.00,零钱,朋友已收钱,100005000120101300077141753491781176	,1000050001202010131108200959860	,"/"
2020-10-13 20:31:04,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101300077141753398014176	,1000039901202010137368995281659	,"/"
2020-10-13 20:29:34,微信红包（群红包）,发出群红包,"/",支出,¥9.00,零钱,支付成功,100003990120101300077142153362820176	,1000039901202010137312931466796	,"/"
2020-10-13 20:28:30,微信红包（群红包）,发出群红包,"/",支出,¥2.70,零钱,支付成功,100003990120101300077142053370254176	,1000039901202010137402443464738	,"/"
2020-10-13 20:28:17,微信红包（群红包）,发出群红包,"/",支出,¥3.30,零钱,支付成功,100003990120101300077141253436909176	,1000039901202010137129105647721	,"/"
2020-10-13 20:27:53,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101300077142153353372176	,1000039901202010137291212300771	,"/"
2020-10-13 20:27:44,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101300077141253433840176	,1000039901202010137061059475869	,"/"
2020-10-13 20:26:28,微信红包（群红包）,发出群红包,"/",支出,¥6.00,零钱,支付成功,100003990120101300077141253426682176	,1000039901202010137183591317876	,"/"
2020-10-13 20:25:40,微信红包（群红包）,发出群红包,"/",支出,¥6.00,零钱,支付成功,100003990120101300077142253351991176	,1000039901202010137085244015784	,"/"
2020-10-13 20:24:57,微信红包（群红包）,发出群红包,"/",支出,¥5.00,零钱,支付成功,100003990120101300077141753363839176	,1000039901202010137157304764847	,"/"
2020-10-13 20:23:28,微信红包（群红包）,发出群红包,"/",支出,¥6.00,零钱,支付成功,100003990120101300077142253339651176	,1000039901202010137072507416900	,"/"
2020-10-13 20:19:30,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101300077142153306865176	,1000039901202010137420556622671	,"/"
2020-10-13 20:19:02,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101300077141753330500176	,1000039901202010137326774136699	,"/"
2020-10-13 20:14:56,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101300077141753307331176	,1000039901202010137210318728889	,"/"
2020-10-13 20:14:32,转账,瀮风,"转账备注:微信转账",收入,¥200.00,/,已存入零钱,1000050001202010131303480876247	,/	,"/"
2020-10-13 20:10:46,转账,一组,"转账备注:微信转账",支出,¥80.00,零钱,朋友已收钱,100005000120101300077142153257329176	,1000050001202010131104506204563	,"/"
2020-10-13 18:54:36,转账,三组,"转账备注:微信转账",支出,¥80.00,零钱,朋友已收钱,100005000120101300077141152519773176	,1000050001202010131107908848252	,"/"
2020-10-13 18:16:08,转账,瀮风,"转账备注:微信转账",收入,¥200.00,/,已存入零钱,1000050001202010131605650123797	,/	,"/"
2020-10-13 18:14:18,转账,五组,"转账备注:微信转账",支出,¥80.00,零钱,朋友已收钱,100005000120101300077142252606067176	,1000050001202010131507785012727	,"/"
2020-10-13 16:40:19,微信红包（群红包）,发出群红包,"/",支出,¥3.90,零钱,支付成功,100003990120101300077142152077449176	,1000039901202010137062365817878	,"/"
2020-10-13 16:11:03,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101300077142051942856176	,1000039901202010137220482507809	,"/"
2020-10-13 16:10:50,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101300077142051941764176	,1000039901202010137194910917693	,"/"
2020-10-13 16:10:38,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101300077141551806472176	,1000039901202010137370993801666	,"/"
2020-10-13 14:41:23,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101300077142151519030176	,1000039901202010137022507425802	,"/"
2020-10-13 14:41:00,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101300077142251525554176	,1000039901202010137118016056741	,"/"
2020-10-13 14:26:57,微信红包（群红包）,发出群红包,"/",支出,¥1.80,零钱,支付成功,100003990120101300077141751481683176	,1000039901202010137000671439721	,"/"
2020-10-13 14:26:44,微信红包（群红包）,发出群红包,"/",支出,¥2.20,零钱,支付成功,100003990120101300077142551336047176	,1000039901202010137374469552793	,"/"
2020-10-13 14:18:04,转账,五组,"转账备注:微信转账",支出,¥80.00,零钱,朋友已收钱,100005000120101300077142051429412176	,1000050001202010131402504836321	,"/"
2020-10-13 13:46:35,转账,瀮风,"转账备注:微信转账",收入,¥200.00,/,已存入零钱,1000050001202010131104493732763	,/	,"/"
2020-10-13 13:43:58,转账,一组,"转账备注:微信转账",支出,¥80.00,零钱,朋友已收钱,100005000120101300077141551149576176	,1000050001202010130702791600694	,"/"
2020-10-13 13:07:09,转账,六组潘潘,"转账备注:微信转账",支出,¥80.00,零钱,朋友已收钱,100005000120101300077142151113840176	,1000050001202010131008460042324	,"/"
2020-10-13 13:06:59,转账,瀮风,"转账备注:微信转账",收入,¥200.00,/,已存入零钱,1000050001202010130009353384073	,/	,"/"
2020-10-13 12:24:46,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101300077142150905427176	,1000039901202010137303500401891	,"/"
2020-10-13 12:20:16,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,已退款(￥0.60),100003990120101300077141750905827176	,1000039901202010137076484074638	,"/"
2020-10-13 12:20:02,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101300077142250887230176	,1000039901202010137407881544664	,"/"
2020-10-13 12:19:45,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101300077141250958435176	,1000039901202010137198589281838	,"/"
2020-10-13 11:03:36,转账,六组潘潘,"转账备注:微信转账",支出,¥80.00,零钱,朋友已收钱,100005000120101300077142250503447176	,1000050001202010130908889944085	,"/"
2020-10-13 11:00:03,转账,四组,"转账备注:微信转账",支出,¥80.00,零钱,朋友已收钱,100005000120101300077142150481022176	,1000050001202010131500310591734	,"/"
2020-10-13 10:02:27,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101300077141149931569176	,1000039901202010137427396361780	,"/"
2020-10-13 09:51:53,转账,五组,"转账备注:微信转账",支出,¥80.00,零钱,朋友已收钱,100005000120101300077142150189648176	,1000050001202010130907141879046	,"/"
