微信支付账单明细,,,,,,,,
微信昵称：[笑意],,,,,,,,
起始时间：[2020-07-19 00:00:00] 终止时间：[2020-10-19 23:59:59],,,,,,,,
导出类型：[全部],,,,,,,,
导出时间：[2020-10-20 11:47:12],,,,,,,,
,,,,,,,,
共2342笔记录,,,,,,,,
收入：319笔 28727.27元,,,,,,,,
支出：1963笔 14520.40元,,,,,,,,
中性交易：60笔 54708.05元,,,,,,,,
注：,,,,,,,,
1. 充值/提现/理财通购买/零钱通存取/信用卡还款等交易，将计入中性交易,,,,,,,,
2. 本明细仅展示当前账单中的交易，不包括已删除的记录,,,,,,,,
3. 本明细仅供个人对账使用,,,,,,,,
,,,,,,,,
----------------------微信支付账单明细列表--------------------,,,,,,,,
交易时间,交易类型,交易对方,商品,收/支,金额(元),支付方式,当前状态,交易单号,商户单号,备注
2020-10-19 23:39:59,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101900055211627765184312	,1000039901202010197197973056868	,"/"
2020-10-19 23:17:33,微信红包（群红包）,发出群红包,"/",支出,¥9.00,零钱,支付成功,100003990120101900055211227803539312	,1000039901202010197166512148825	,"/"
2020-10-19 23:04:25,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101900055211127969416312	,1000039901202010197337018349681	,"/"
2020-10-19 22:24:56,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101900055211727756693312	,1000039901202010197025060940736	,"/"
2020-10-19 22:22:02,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101900055211027421544312	,1000039901202010197292549031839	,"/"
2020-10-19 22:21:38,微信红包（群红包）,发出群红包,"/",支出,¥6.00,零钱,支付成功,100003990120101900055211627506837312	,1000039901202010197409718239884	,"/"
2020-10-19 20:41:09,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101900055218585078271312	,1000039901202010197139695194849	,"/"
2020-10-19 20:29:01,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101900055218684678430312	,1000039901202010197367841254795	,"/"
2020-10-19 20:24:27,微信红包（群红包）,发出群红包,"/",支出,¥3.00,零钱,支付成功,100003990120101900055217785031544312	,1000039901202010197061384978758	,"/"
2020-10-19 20:13:59,微信红包（群红包）,发出群红包,"/",支出,¥3.90,零钱,支付成功,100003990120101900055217685008844312	,1000039901202010197272552140751	,"/"
